Acaryochloris_marina_MBIC11017_uid58167/NC_009925.gbk-            Bacteria; Cyanobacteria; Oscillatoriophycideae; Chroococcales;
Methylobacterium_radiotolerans_JCM_2831_uid58845/NC_010509.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
Methylobacterium_radiotolerans_JCM_2831_uid58845/NC_010510.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
Methylobacterium_radiotolerans_JCM_2831_uid58845/NC_010514.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
Methylobacterium_radiotolerans_JCM_2831_uid58845/NC_010517.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
Methylobacterium_radiotolerans_JCM_2831_uid58845/NC_010518.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
Methylocella_silvestris_BL2_uid59433/NC_011666.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
Methylococcus_capsulatus_Bath_uid57607/NC_002977.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Methylococcales;
Methylocystis_SC2_uid174072/NC_018485.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
Methylomicrobium_alcaliphilum_uid77119/NC_016112.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Methylococcales;
Methylomonas_methanica_MC09_uid67363/NC_015572.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Methylococcales;
Methylophaga_JAM1_uid162947/NC_017857.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Thiotrichales;
Methylophaga_JAM7_uid162949/NC_017856.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Thiotrichales;
Methylophaga_JAM7_uid162949/NC_017858.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Thiotrichales;
Methylotenera_301_uid49469/NC_014207.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Methylophilales;
Methylotenera_mobilis_JLW8_uid59373/NC_012968.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Methylophilales;
Methylovorus_glucosetrophus_SIP3_4_uid59367/NC_012969.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Methylophilales;
Methylovorus_glucosetrophus_SIP3_4_uid59367/NC_012970.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Methylophilales;
Methylovorus_glucosetrophus_SIP3_4_uid59367/NC_012972.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Methylophilales;
Methylovorus_MP688_uid60723/NC_014733.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Methylophilales;
Micavibrio_aeruginosavorus_ARL_13_uid73585/NC_016026.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Micavibrio.
Micavibrio_EPB_uid194120/NC_020812.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Micavibrio.
Microbacterium_testaceum_StLB037_uid62789/NC_015125.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Micrococcus_luteus_NCTC_2665_uid59033/NC_012803.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Microcoleus_PCC_7113_uid183114/NC_019738.gbk-            Bacteria; Cyanobacteria; Oscillatoriophycideae; Oscillatoriales;
Microcoleus_PCC_7113_uid183114/NC_019739.gbk-            Bacteria; Cyanobacteria; Oscillatoriophycideae; Oscillatoriales;
Microcoleus_PCC_7113_uid183114/NC_019740.gbk-            Bacteria; Cyanobacteria; Oscillatoriophycideae; Oscillatoriales;
Microcoleus_PCC_7113_uid183114/NC_019741.gbk-            Bacteria; Cyanobacteria; Oscillatoriophycideae; Oscillatoriales;
Microcoleus_PCC_7113_uid183114/NC_019742.gbk-            Bacteria; Cyanobacteria; Oscillatoriophycideae; Oscillatoriales;
Microcoleus_PCC_7113_uid183114/NC_019743.gbk-            Bacteria; Cyanobacteria; Oscillatoriophycideae; Oscillatoriales;
Microcoleus_PCC_7113_uid183114/NC_019760.gbk-            Bacteria; Cyanobacteria; Oscillatoriophycideae; Oscillatoriales;
Microcoleus_PCC_7113_uid183114/NC_019761.gbk-            Bacteria; Cyanobacteria; Oscillatoriophycideae; Oscillatoriales;
Microcoleus_PCC_7113_uid183114/NC_019762.gbk-            Bacteria; Cyanobacteria; Oscillatoriophycideae; Oscillatoriales;
Microcystis_aeruginosa_NIES_843_uid59101/NC_010296.gbk-            Bacteria; Cyanobacteria; Oscillatoriophycideae; Chroococcales;
Microlunatus_phosphovorus_NM_1_uid68055/NC_015635.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Micromonospora_aurantiaca_ATCC_27029_uid42501/NC_014391.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Micromonospora_L5_uid45895/NC_014815.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mobiluncus_curtisii_ATCC_43063_uid49695/NC_014246.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Modestobacter_marinus_uid167487/NC_017955.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Moorella_thermoacetica_ATCC_39073_uid58051/NC_007644.gbk-            Bacteria; Firmicutes; Clostridia; Thermoanaerobacterales;
Moraxella_catarrhalis_BBH18_uid48809/NC_014147.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales;
Morganella_morganii_KT_uid180867/NC_020418.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Muricauda_ruestringensis_DSM_13258_uid72479/NC_015945.gbk-            Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales;
Mycobacterium_abscessus_uid61613/NC_010394.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_abscessus_uid61613/NC_010397.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_africanum_GM041182_uid68839/NC_015758.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_avium_104_uid57693/NC_008595.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_avium_paratuberculosis_K_10_uid57699/NC_002944.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_avium_paratuberculosis_MAP4_uid202426/NC_021200.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_bovis_AF2122_97_uid57695/NC_002945.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_bovis_BCG_Korea_1168P_uid189029/NC_020245.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_bovis_BCG_Mexico_uid86889/NC_016804.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_bovis_BCG_Pasteur_1173P2_uid58781/NC_008769.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_bovis_BCG_Tokyo_172_uid59281/NC_012207.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_canettii_CIPT_140010059_uid70731/NC_015848.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_canettii_CIPT_140060008_uid184829/NC_019950.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_canettii_CIPT_140070008_uid184832/NC_019965.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_canettii_CIPT_140070010_uid184828/NC_019951.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_canettii_CIPT_140070017_uid184830/NC_019952.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_chubuense_NBB4_uid168322/NC_018022.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_chubuense_NBB4_uid168322/NC_018023.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_chubuense_NBB4_uid168322/NC_018027.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_gilvum_PYR_GCK_uid59421/NC_009338.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_gilvum_PYR_GCK_uid59421/NC_009339.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_gilvum_PYR_GCK_uid59421/NC_009340.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_gilvum_PYR_GCK_uid59421/NC_009341.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_gilvum_Spyr1_uid61403/NC_014811.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_gilvum_Spyr1_uid61403/NC_014812.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_gilvum_Spyr1_uid61403/NC_014814.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_indicus_pranii_MTCC_9506_uid175523/NC_018612.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_intracellulare_ATCC_13950_uid167994/NC_016946.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_intracellulare_MOTT_02_uid89387/NC_016947.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_intracellulare_MOTT_64_uid89385/NC_016948.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_JDM601_uid67369/NC_015576.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_JLS_uid58489/NC_009077.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_KMS_uid58491/NC_008703.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_KMS_uid58491/NC_008704.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_KMS_uid58491/NC_008705.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_leprae_Br4923_uid59293/NC_011896.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_leprae_TN_uid57697/NC_002677.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_liflandii_128FXT_uid59005/NC_011355.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_liflandii_128FXT_uid59005/NC_020133.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_marinum_M_uid59423/NC_010604.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_marinum_M_uid59423/NC_010612.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_massiliense_GO_06_uid170732/NC_018150.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_MCS_uid58465/NC_008146.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_MCS_uid58465/NC_008147.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_MOTT36Y_uid164001/NC_017904.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_rhodesiae_NBB3_uid75107/NC_016604.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_smegmatis_JS623_uid184820/NC_019957.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_smegmatis_JS623_uid184820/NC_019958.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_smegmatis_JS623_uid184820/NC_019959.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_smegmatis_JS623_uid184820/NC_019966.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_smegmatis_MC2_155_uid171958/NC_018289.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_smegmatis_MC2_155_uid57701/NC_008596.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_tuberculosis_Beijing_NITR203_uid197218/NC_021054.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_tuberculosis_CAS_NITR204_uid202217/NC_021193.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_tuberculosis_CCDC5079_uid161943/NC_017523.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_tuberculosis_CCDC5180_uid161941/NC_017522.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_tuberculosis_CDC1551_uid57775/NC_002755.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_tuberculosis_CTRI_2_uid161997/NC_017524.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_tuberculosis_EAI5_NITR206_uid202218/NC_021194.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_tuberculosis_Erdman___ATCC_35801_uid193763/NC_020559.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_tuberculosis_F11_uid58417/NC_009565.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_tuberculosis_H37Ra_uid58853/NC_009525.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_tuberculosis_H37Rv_uid170532/NC_018143.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_tuberculosis_H37Rv_uid57777/NC_000962.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_tuberculosis_Haarlem3_NITR202_uid202216/NC_021192.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_tuberculosis_KZN_1435_uid59069/NC_012943.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_tuberculosis_KZN_4207_uid83619/NC_016768.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_tuberculosis_KZN_605_uid54947/NC_018078.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_tuberculosis_RGTB327_uid157907/NC_017026.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_tuberculosis_RGTB423_uid162179/NC_017528.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_tuberculosis_uid185758/NC_020089.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_tuberculosis_UT205_uid162183/NC_016934.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_ulcerans_Agy99_uid62939/NC_005916.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_ulcerans_Agy99_uid62939/NC_008611.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycobacterium_vanbaalenii_PYR_1_uid58463/NC_008726.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Mycoplasma_agalactiae_PG2_uid61619/NC_009497.gbk-            Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.
Mycoplasma_agalactiae_uid46679/NC_013948.gbk-            Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.
Mycoplasma_arthritidis_158L3_1_uid58005/NC_011025.gbk-            Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.
Mycoplasma_bovis_HB0801_uid168665/NC_018077.gbk-            Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.
Mycoplasma_bovis_Hubei_1_uid68691/NC_015725.gbk-            Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.
Mycoplasma_bovis_PG45_uid60859/NC_014760.gbk-            Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.
Mycoplasma_capricolum_ATCC_27343_uid58525/NC_007633.gbk-            Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.
Mycoplasma_conjunctivae_uid59325/NC_012806.gbk-            Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.
Mycoplasma_crocodyli_MP145_uid47087/NC_014014.gbk-            Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.
Mycoplasma_cynos_C142_uid184824/NC_019949.gbk-            Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.
Mycoplasma_fermentans_JER_uid53543/NC_014552.gbk-            Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.
Mycoplasma_fermentans_M64_uid62099/NC_014921.gbk-            Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.
Mycoplasma_fermentans_PG18_uid197154/NC_021002.gbk-            Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.
Mycoplasma_gallisepticum_CA06_2006_052_5_2P_uid172630/NC_018412.gbk-            Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.
Mycoplasma_gallisepticum_F_uid162001/NC_017503.gbk-            Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.
Mycoplasma_gallisepticum_NC06_2006_080_5_2P_uid172629/NC_018411.gbk-            Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.
Mycoplasma_gallisepticum_NC08_2008_031_4_3P_uid172631/NC_018413.gbk-            Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.
Mycoplasma_gallisepticum_NC95_13295_2_2P_uid172625/NC_018407.gbk-            Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.
Mycoplasma_gallisepticum_NC96_1596_4_2P_uid172626/NC_018408.gbk-            Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.
Mycoplasma_gallisepticum_NY01_2001_047_5_1P_uid172627/NC_018409.gbk-            Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.
Mycoplasma_gallisepticum_R_high__uid161999/NC_017502.gbk-            Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.
Mycoplasma_gallisepticum_R_low__uid57993/NC_004829.gbk-            Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.
Mycoplasma_gallisepticum_VA94_7994_1_7P_uid172624/NC_018406.gbk-            Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.
Mycoplasma_gallisepticum_WI01_2001_043_13_2P_uid172628/NC_018410.gbk-            Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.
Mycoplasma_genitalium_G37_uid57707/NC_000908.gbk-            Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.
Mycoplasma_genitalium_M2288_uid173372/NC_018498.gbk-            Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.
Mycoplasma_genitalium_M2321_uid173373/NC_018495.gbk-            Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.
Mycoplasma_genitalium_M6282_uid173371/NC_018496.gbk-            Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.
Mycoplasma_genitalium_M6320_uid173370/NC_018497.gbk-            Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.
Mycoplasma_haemocanis_Illinois_uid82367/NC_016638.gbk-            Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.
Mycoplasma_haemofelis_Langford_1_uid62461/NC_014970.gbk-            Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.
Mycoplasma_haemofelis_Ohio2_uid162029/NC_017520.gbk-            Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.
Mycoplasma_hominis_ATCC_23114_uid41875/NC_013511.gbk-            Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.
Mycoplasma_hyopneumoniae_168_uid162053/NC_017509.gbk-            Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.
Mycoplasma_hyopneumoniae_232_uid58205/NC_006360.gbk-            Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.
Mycoplasma_hyopneumoniae_7448_uid58039/NC_007332.gbk-            Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.
